49 1082 8366 9229 10881 14310 16695 18952 27805 28517 32596 32641 33341 33549 34354 34369 35018 38039 39421 40173 40177 42709 44129 48852 53754 53842 57277 57356 58443 59149 59168 61445 62516 63713 63753 64676 69039 73728 75635 81028 82194 82472 88402 89534 91763 92058 94919 97988 99587 99608 , 1261 3340 6594 7149 10013 10342 14259 14520 14758 15289 15684 16101 16703 16789 16883 18563 21833 22639 32790 35670 36028 37494 38301 38849 39219 40659 40905 42196 45077 46029 47697 53077 53174 53861 55816 61812 62614 64627 64770 68826 70438 72351 79226 80615 83590 85409 91145 92137 99723 99918 , 0
982 3253 3526 5440 5986 6195 7866 7953 8316 11413 13270 13835 15794 17214 19807 22899 25598 26334 28148 28207 28502 30369 32926 34377 40797 46632 51352 51654 51679 53013 53312 56249 59590 60268 62509 64539 65540 66261 67026 69782 72239 73869 75623 76135 76913 77453 77472 77800 84388 87302 92859 94572 94756 94869 95147 97182 , 201 1379 6295 6854 9342 12175 13616 15387 18317 18694 21718 23287 26659 27373 27794 29990 30600 31051 31672 35088 35299 37117 39792 41171 41224 41393 43269 43502 46081 47469 49976 57434 57979 61822 62937 63245 63282 64077 78054 78281 79717 79974 82461 83553 85858 86018 87796 87889 89496 90769 92960 93050 93669 93894 95651 99007 , 0
3562 3585 5996 12684 20159 23149 23362 24903 30359 32998 33705 36576 38535 38925 41443 43445 45932 46309 49310 50831 51988 54011 54063 55540 56272 57223 60400 61436 64097 64503 65865 66377 66927 68271 70475 72678 73778 75175 75250 78926 80548 87030 90449 90914 95276 95484 , 1691 4932 8612 10357 11793 12876 13867 14506 17464 21125 21728 23274 25794 25845 30138 32005 34930 37454 39520 40682 49848 50126 53587 56645 57271 59227 59397 60086 64997 66323 69131 69747 71056 71978 74897 75510 79705 79847 81705 84317 87795 90483 90774 92221 96641 97854 , 0
292 4344 5396 14213 19600 19612 24520 24553 29039 30215 32875 34082 36281 37174 41696 42434 42883 44357 44698 44804 44886 46681 47745 47838 49538 50066 50195 52080 52531 53470 56457 56805 57782 58286 60558 67457 68365 78441 82587 83654 83830 85126 85622 86741 89964 92116 92851 93427 , 1549 1857 5626 7784 8677 9997 18317 20456 22206 22276 22518 23930 24083 26205 29929 34985 35290 35376 38501 42051 42245 46999 47546 47890 50370 52299 52819 53110 55831 58400 65083 65441 65898 69560 69862 70745 75154 75808 80564 84834 85072 91084 95106 95628 96364 97009 98752 , 0
7654 9265 10491 11119 18211 21925 22746 25037 26664 29306 34194 35916 39434 41904 41947 42382 43030 43551 43930 44644 45586 46386 46470 47798 48249 49374 50844 50917 54195 56040 60961 67882 69056 72052 73109 79382 80163 82681 84006 84505 85144 93080 94781 98535 98713 , 121 548 829 1630 2761 3793 4279 6072 8496 11192 11820 14687 17614 19556 22105 25936 26023 35271 35742 40782 43172 43470 44528 45808 49585 56210 57663 59109 64140 71575 72245 74039 75649 79149 83054 83761 83792 88965 90892 94372 96010 96291 97301 98956 99163 , 0
1434 4455 5991 6097 7113 7135 10385 11523 12249 13548 15025 15941 16561 17081 19116 19542 20595 21772 23089 27766 30413 35072 37861 41794 43024 46265 46923 52989 56677 57380 59035 59134 60581 61798 62338 62733 65117 66410 66776 70067 71882 72303 78876 89114 89977 91238 92800 95919 99755 , 647 1269 2361 3258 5320 7004 9208 13396 15998 16279 16311 17922 19596 30049 30341 30398 31914 33389 33723 36788 37619 40571 41048 41990 48425 48726 49946 55695 56061 57330 58239 58896 59007 64350 65189 75717 77743 80166 81125 83323 83637 84306 90442 90521 90936 92074 93519 94806 99288 , 0
1360 5257 7072 9260 9741 15214 15806 16027 21633 25747 30348 31375 31974 38009 45720 48921 58510 60081 61337 61844 62049 68467 73705 73879 74138 74568 75040 80389 84140 85408 86426 89591 89734 90005 , 6187 7467 11986 13310 18366 18404 20153 22408 27837 31851 34983 35896 39080 39136 41104 46392 47478 52981 56416 59949 60140 61717 64680 70956 83573 85482 87322 88194 89423 89597 90771 91554 92487 99845 , 0
2528 3092 6509 8449 9940 10413 10493 14030 16361 16692 19047 21453 21610 27606 27987 29533 29616 34303 34701 37789 38160 40306 41763 42558 45221 48556 50499 50728 52002 52202 57099 58888 62272 63430 63452 65885 66786 66957 73596 75841 76488 76574 80321 80644 81383 81429 84043 85298 85523 85838 87559 89035 89195 92317 94469 96068 97449 98852 99091 99405 , 1058 2754 3292 3774 6766 8507 8856 8859 12580 16073 17648 17779 18242 18449 20339 21446 24062 24107 24201 24226 24230 27490 30716 36787 36855 37719 38175 39723 42289 43078 44671 44977 45883 45939 47497 47581 49232 50846 54656 56856 57321 57983 59112 63451 64233 65140 68896 69912 74648 75066 75620 80200 90193 91816 92965 93161 94132 94518 95739 98591 , 0
1756 3420 5351 7799 10294 15446 16457 17246 17848 18611 20205 21637 22485 23056 24342 27638 29622 32535 33878 35293 38238 43805 44042 49005 54148 57908 58912 60190 62149 66019 69097 70013 75187 78999 83074 83120 85171 88464 89261 90895 91047 91120 94968 95880 96754 , 3845 7200 8058 9235 9305 10208 15923 27581 28466 30047 30639 31429 31473 32217 35120 35864 36568 41640 42150 43824 43835 48476 48856 48914 50664 52783 55638 58304 60928 69398 69507 71566 73454 75255 75562 76439 76713 77554 78378 83445 83913 84050 92889 94211 98327 , 0
1600 1870 4926 5796 5822 6643 8454 15051 18908 19092 21889 25059 26455 26702 32124 32838 35909 37815 42448 42808 43167 53199 55655 57688 58274 59534 62018 62518 63934 65520 66445 67779 70976 76093 76396 77474 81679 85114 85946 89458 89771 91405 91674 91901 92579 92678 95502 , 1838 2595 3712 4231 4572 9415 10145 18688 21754 24051 26333 28387 29892 31537 31625 32325 34267 36490 39033 41292 41563 45500 46489 50333 51957 53863 55987 58412 58450 58659 59860 60103 64821 69799 70765 71493 73968 79544 81687 81936 82404 82664 86190 87930 91779 91973 93002 , 0
